# x, Nss; note that these are Ntot-Nice(minimum), I think
1.80E+03	6.00
1.94E+03	6.81
2.08E+03	6.30
2.21E+03	7.02
2.34E+03	7.85
2.46E+03	7.57
2.59E+03	8.01
2.70E+03	8.10
2.82E+03	8.92
2.93E+03	8.97
3.04E+03	9.54
3.15E+03	9.11
3.26E+03	9.65
3.37E+03	10.00
3.47E+03	10.06
3.57E+03	10.61
3.67E+03	10.95
3.77E+03	11.00
3.87E+03	11.08
3.96E+03	11.49
4.06E+03	11.95
4.15E+03	11.99
4.24E+03	12.05
4.34E+03	12.12
4.43E+03	12.81
4.51E+03	12.98
5.19E+03	14.50
